1466,0.0
1761,0.01
4713,0.02
5111,0.03
6545,0.04
6586,0.05
9211,0.06
9413,0.07
10154,0.08
10953,0.09
11340,0.1
11971,0.11
12939,0.12
13700,0.13
15173,0.14
15321,0.15
15512,0.16
15675,0.17
19897,0.18
22093,0.19
24773,0.2
25813,0.21
25859,0.22
26476,0.23
28623,0.24
30266,0.25
31794,0.26
32995,0.27
33776,0.28
35118,0.29
36342,0.3
36789,0.31
37235,0.32
37432,0.33
37564,0.34
38906,0.35
39026,0.36
43347,0.37
46692,0.38
48743,0.39
49485,0.4
50554,0.41
52683,0.42
53027,0.43
55043,0.44
55831,0.45
56679,0.46
58233,0.47
58404,0.48
59107,0.49
59548,0.5
59900,0.51
59913,0.52
60256,0.53
63131,0.54
64037,0.55
64800,0.56
66128,0.57
66335,0.58
66351,0.59
66572,0.6
67195,0.61
67327,0.62
68634,0.63
70069,0.64
70843,0.65
71074,0.66
72292,0.67
73575,0.68
73644,0.69
75634,0.7
76098,0.71
76288,0.72
77863,0.73
77939,0.74
78507,0.75
78695,0.76
79168,0.77
80919,0.78
81107,0.79
81253,0.8
83161,0.81
83717,0.82
84818,0.83
85645,0.84
86225,0.85
88601,0.86
88632,0.87
91265,0.88
95593,0.89
96887,0.9
97579,0.91
102474,0.92
104484,0.93
104830,0.94
108169,0.95
108254,0.96
108424,0.97
108628,0.98
109150,0.99
109461,1.0
109916,1.01
110185,1.02
111650,1.03
113094,1.04
114188,1.05
114463,1.06
114544,1.07
114753,1.08
115143,1.09
116387,1.1
116744,1.11
117949,1.12
118082,1.13
118510,1.14
119105,1.15
119738,1.16
120333,1.17
120971,1.18
121404,1.19
121628,1.2
122167,1.21
122364,1.22
122559,1.23
122742,1.24
124395,1.25
124895,1.26
127605,1.27
127725,1.28
130609,1.29
130664,1.3
131720,1.31
132173,1.32
133170,1.33
133322,1.34
135339,1.35
137225,1.36
137271,1.37
138559,1.38
139010,1.39
140109,1.4
140737,1.41
140779,1.42
142188,1.43
142519,1.44
143169,1.45
143803,1.46
144528,1.47
145687,1.48
147351,1.49
149024,1.5
149069,1.51
149106,1.52
151960,1.53
152152,1.54
152703,1.55
154827,1.56
155281,1.57
156542,1.58
156649,1.59
160660,1.6
164456,1.61
165906,1.62
166237,1.63
166407,1.64
167617,1.65
168169,1.66
169043,1.67
171640,1.68
173516,1.69
173726,1.7
174169,1.71
174816,1.72
175239,1.73
175452,1.74
176849,1.75
177212,1.76
179420,1.77
179478,1.78
179719,1.79
179820,1.8
180676,1.81
181889,1.82
183037,1.83
185064,1.84
185362,1.85
186467,1.86
186627,1.87
189088,1.88
191370,1.89
191586,1.9
191654,1.91
195794,1.92
197118,1.93
197624,1.94
198129,1.95
198297,1.96
198737,1.97
198747,1.98
200449,1.99
201353,2.0
202591,2.01
202856,2.02
204251,2.03
204867,2.04
210636,2.05
212982,2.06
214019,2.07
214675,2.08
215002,2.09
215033,2.1
215783,2.11
216434,2.12
217831,2.13
217840,2.14
218457,2.15
220135,2.16
220630,2.17
220667,2.18
223336,2.19
225359,2.2
226121,2.21
226266,2.22
227129,2.23
229415,2.24
230631,2.25
231340,2.26
231636,2.27
231636,2.28
232225,2.29
233390,2.3
234079,2.31
234127,2.32
234188,2.33
238474,2.34
239435,2.35
239972,2.36
240962,2.37
241149,2.38
241703,2.39
242795,2.4
243798,2.41
243979,2.42
245994,2.43
246386,2.44
246790,2.45
247113,2.46
248950,2.47
249158,2.48
249390,2.49
250086,2.5
250883,2.51
251594,2.52
253794,2.53
257150,2.54
257339,2.55
258101,2.56
258177,2.57
258718,2.58
258729,2.59
259203,2.6
259279,2.61
259451,2.62
259889,2.63
262133,2.64
262384,2.65
263159,2.66
264305,2.67
265959,2.68
266084,2.69
267227,2.7
268233,2.71
269931,2.72
270702,2.73
271170,2.74
271566,2.75
272582,2.76
273118,2.77
273162,2.78
273640,2.79
274259,2.8
275271,2.81
275738,2.82
277361,2.83
278484,2.84
279243,2.85
279244,2.86
279369,2.87
279565,2.88
279952,2.89
280406,2.9
281019,2.91
281051,2.92
283733,2.93
285494,2.94
285782,2.95
285839,2.96
287392,2.97
288378,2.98
288874,2.99
289162,3.0
289260,3.01
289702,3.02
290521,3.03
291081,3.04
292230,3.05
293042,3.06
293190,3.07
293215,3.08
293565,3.09
296443,3.1
296455,3.11
297996,3.12
299882,3.13
300334,3.14
300343,3.15
300511,3.16
300527,3.17
300647,3.18
302044,3.19
302249,3.2
302548,3.21
303744,3.22
305172,3.23
305629,3.24
307543,3.25
310031,3.26
310883,3.27
311652,3.28
312764,3.29
312828,3.3
313661,3.31
314627,3.32
315448,3.33
316359,3.34
318383,3.35
319138,3.36
319797,3.37
320041,3.38
320152,3.39
321355,3.4
322003,3.41
324201,3.42
324465,3.43
325978,3.44
326211,3.45
328599,3.46
328846,3.47
328877,3.48
329118,3.49
329656,3.5
329948,3.51
330784,3.52
330875,3.53
334378,3.54
335000,3.55
337105,3.56
339532,3.57
341121,3.58
341463,3.59
343005,3.6
343863,3.61
345823,3.62
346650,3.63
346928,3.64
349508,3.65
351199,3.66
351476,3.67
352652,3.68
354635,3.69
355092,3.7
355359,3.71
357385,3.72
357433,3.73
357443,3.74
358845,3.75
359839,3.76
360518,3.77
361334,3.78
361813,3.79
363745,3.8
364771,3.81
365706,3.82
366240,3.83
367133,3.84
368219,3.85
368733,3.86
369135,3.87
369673,3.88
371776,3.89
371813,3.9
373124,3.91
374028,3.92
374376,3.93
375454,3.94
376352,3.95
377333,3.96
377737,3.97
377994,3.98
378316,3.99
378561,4.0
379605,4.01
380415,4.02
381135,4.03
383028,4.04
383186,4.05
384434,4.06
384646,4.07
385852,4.08
387301,4.09
388802,4.1
388811,4.11
389273,4.12
390548,4.13
390616,4.14
393238,4.15
394603,4.16
396985,4.17
397323,4.18
398502,4.19
399899,4.2
401974,4.21
404447,4.22
404891,4.23
405814,4.24
406501,4.25
409182,4.26
410185,4.27
411243,4.28
412483,4.29
414138,4.3
414659,4.31
415502,4.32
417127,4.33
418535,4.34
419995,4.35
421015,4.36
421105,4.37
421294,4.38
421487,4.39
422668,4.4
423780,4.41
426162,4.42
429530,4.43
429542,4.44
429915,4.45
432659,4.46
432997,4.47
433929,4.48
435364,4.49
436466,4.5
437962,4.51
437999,4.52
438503,4.53
438699,4.54
440479,4.55
443358,4.56
443508,4.57
444199,4.58
444622,4.59
446445,4.6
451111,4.61
451469,4.62
453046,4.63
454753,4.64
456015,4.65
457995,4.66
461133,4.67
463905,4.68
463941,4.69
464019,4.7
465411,4.71
465482,4.72
467972,4.73
470243,4.74
471232,4.75
471734,4.76
472231,4.77
473820,4.78
474616,4.79
475404,4.8
475469,4.81
476284,4.82
478324,4.83
478330,4.84
480164,4.85
480455,4.86
481323,4.87
483311,4.88
483800,4.89
483811,4.9
486266,4.91
486417,4.92
486729,4.93
487611,4.94
488671,4.95
489257,4.96
489527,4.97
489971,4.98
490483,4.99
491921,5.0
492824,5.01
492918,5.02
493734,5.03
495713,5.04
496983,5.05
497953,5.06
498010,5.07
498334,5.08
498747,5.09
499120,5.1
500159,5.11
501400,5.12
504236,5.13
505341,5.14
506932,5.15
507209,5.16
511039,5.17
511826,5.18
512873,5.19
518354,5.2
518953,5.21
519337,5.22
520422,5.23
520923,5.24
521735,5.25
523291,5.26
524154,5.27
524265,5.28
524404,5.29
524975,5.3
527123,5.31
527901,5.32
528218,5.33
530134,5.34
531256,5.35
531453,5.36
533730,5.37
535330,5.38
536391,5.39
537790,5.4
538559,5.41
539089,5.42
539326,5.43
540934,5.44
542522,5.45
543919,5.46
544154,5.47
544334,5.48
545186,5.49
547253,5.5
547912,5.51
548471,5.52
549036,5.53
549436,5.54
550457,5.55
550624,5.56
550782,5.57
550877,5.58
552102,5.59
552916,5.6
554313,5.61
554345,5.62
554663,5.63
557359,5.64
557772,5.65
558128,5.66
558845,5.67
559533,5.68
559757,5.69
559765,5.7
560152,5.71
561086,5.72
563209,5.73
565242,5.74
565367,5.75
565653,5.76
566933,5.77
567164,5.78
568812,5.79
569031,5.8
570682,5.81
570792,5.82
571021,5.83
571141,5.84
572085,5.85
572226,5.86
574170,5.87
576474,5.88
576627,5.89
577051,5.9
577355,5.91
577588,5.92
578359,5.93
579313,5.94
580693,5.95
581775,5.96
583088,5.97
588590,5.98
588697,5.99
588715,6.0
589982,6.01
592422,6.02
592778,6.03
593978,6.04
596732,6.05
597171,6.06
597359,6.07
597993,6.08
598135,6.09
598480,6.1
598535,6.11
598813,6.12
598903,6.13
598963,6.14
599171,6.15
600010,6.16
600291,6.17
601639,6.18
602108,6.19
603415,6.2
604067,6.21
604081,6.22
604823,6.23
605597,6.24
606005,6.25
609389,6.26
609539,6.27
612517,6.28
612671,6.29
613188,6.3
614368,6.31
615091,6.32
615348,6.33
615638,6.34
615697,6.35
619697,6.36
619867,6.37
619977,6.38
621115,6.39
621522,6.4
622140,6.41
623508,6.42
624083,6.43
625151,6.44
625574,6.45
625692,6.46
625772,6.47
627494,6.48
628377,6.49
629182,6.5
629666,6.51
629713,6.52
630041,6.53
630814,6.54
631797,6.55
632106,6.56
632537,6.57
637873,6.58
639435,6.59
642322,6.6
642539,6.61
644601,6.62
645382,6.63
645482,6.64
647093,6.65
647665,6.66
649927,6.67
651735,6.68
651739,6.69
652038,6.7
652743,6.71
652931,6.72
653326,6.73
657379,6.74
658007,6.75
660021,6.76
660343,6.77
665061,6.78
665479,6.79
665808,6.8
666029,6.81
666179,6.82
668797,6.83
669925,6.84
671443,6.85
673602,6.86
676779,6.87
677918,6.88
678405,6.89
679746,6.9
681571,6.91
681617,6.92
682131,6.93
682273,6.94
683333,6.95
685755,6.96
685788,6.97
686935,6.98
687540,6.99
690416,7.0
691256,7.01
691669,7.02
692339,7.03
692408,7.04
692900,7.05
693333,7.06
693761,7.07
693922,7.08
695164,7.09
697699,7.1
698001,7.11
698179,7.12
699257,7.13
700200,7.14
701020,7.15
703216,7.16
704764,7.17
707349,7.18
707488,7.19
708333,7.2
709331,7.21
710914,7.22
712189,7.23
713003,7.24
713867,7.25
716101,7.26
716232,7.27
716824,7.28
717022,7.29
717376,7.3
718875,7.31
719555,7.32
719808,7.33
720297,7.34
721169,7.35
721299,7.36
721467,7.37
721735,7.38
725117,7.39
725548,7.4
727412,7.41
727465,7.42
728012,7.43
728499,7.44
731022,7.45
731216,7.46
731259,7.47
731606,7.48
735746,7.49
736138,7.5
736301,7.51
736525,7.52
736570,7.53
737938,7.54
738899,7.55
740855,7.56
741230,7.57
742690,7.58
744495,7.59
745981,7.6
747102,7.61
749041,7.62
749501,7.63
749637,7.64
750264,7.65
751173,7.66
751578,7.67
752283,7.68
755694,7.69
756138,7.7
756249,7.71
756263,7.72
756288,7.73
756474,7.74
756797,7.75
757574,7.76
757636,7.77
757962,7.78
759955,7.79
760852,7.8
760916,7.81
761846,7.82
762639,7.83
763213,7.84
763621,7.85
763628,7.86
764147,7.87
765639,7.88
767267,7.89
767987,7.9
768320,7.91
768766,7.92
769569,7.93
770190,7.94
771213,7.95
771590,7.96
773645,7.97
774433,7.98
775256,7.99
775266,8.0
776056,8.01
779719,8.02
783762,8.03
785504,8.04
788250,8.05
789701,8.06
791499,8.07
791526,8.08
791889,8.09
792492,8.1
792501,8.11
792915,8.12
793877,8.13
793908,8.14
794321,8.15
794508,8.16
795505,8.17
795994,8.18
797058,8.19
797474,8.2
797888,8.21
798669,8.22
798772,8.23
799500,8.24
799819,8.25
800640,8.26
800962,8.27
801158,8.28
803931,8.29
804085,8.3
804841,8.31
805769,8.32
806080,8.33
806114,8.34
810751,8.35
812964,8.36
813636,8.37
814146,8.38
815039,8.39
815177,8.4
815296,8.41
815329,8.42
815681,8.43
815969,8.44
816235,8.45
817032,8.46
817819,8.47
818004,8.48
818213,8.49
818917,8.5
821023,8.51
821985,8.52
822664,8.53
823293,8.54
823953,8.55
824015,8.56
825716,8.57
827317,8.58
828540,8.59
829399,8.6
829618,8.61
833652,8.62
834056,8.63
834797,8.64
838468,8.65
839084,8.66
844349,8.67
844662,8.68
846468,8.69
847136,8.7
847318,8.71
847443,8.72
849921,8.73
851901,8.74
852593,8.75
854999,8.76
855163,8.77
857437,8.78
857555,8.79
857618,8.8
859949,8.81
860375,8.82
860656,8.83
862062,8.84
864265,8.85
864802,8.86
866419,8.87
867771,8.88
868363,8.89
871067,8.9
871804,8.91
872006,8.92
872032,8.93
872913,8.94
874122,8.95
875039,8.96
877404,8.97
877727,8.98
879192,8.99
880124,9.0
880551,9.01
880567,9.02
881450,9.03
881484,9.04
881934,9.05
882257,9.06
883460,9.07
883670,9.08
884526,9.09
885255,9.1
885851,9.11
886009,9.12
886641,9.13
889376,9.14
890074,9.15
890833,9.16
891713,9.17
892765,9.18
895512,9.19
896642,9.2
898175,9.21
898839,9.22
898890,9.23
901690,9.24
901884,9.25
905386,9.26
906976,9.27
908584,9.28
910870,9.29
912909,9.3
912954,9.31
914998,9.32
916582,9.33
917741,9.34
919629,9.35
919830,9.36
919904,9.37
921383,9.38
921714,9.39
923324,9.4
924097,9.41
924785,9.42
925639,9.43
928451,9.44
931753,9.45
931811,9.46
932375,9.47
932628,9.48
933059,9.49
933225,9.5
933615,9.51
935075,9.52
935765,9.53
936354,9.54
938573,9.55
940477,9.56
943158,9.57
944083,9.58
944843,9.59
946807,9.6
947845,9.61
949151,9.62
950571,9.63
951278,9.64
952464,9.65
952492,9.66
952560,9.67
953755,9.68
954791,9.69
955553,9.7
958035,9.71
962956,9.72
963309,9.73
963816,9.74
964214,9.75
964316,9.76
964394,9.77
964451,9.78
967414,9.79
971919,9.8
972400,9.81
972402,9.82
972866,9.83
973731,9.84
976926,9.85
977346,9.86
977454,9.87
978104,9.88
979162,9.89
980228,9.9
980435,9.91
980934,9.92
981079,9.93
981351,9.94
981429,9.95
982127,9.96
984076,9.97
